ID,Title,Description,From,To,Hash,Amount,"Amount FIAT",Cryptocurrency,Currency,"External Reference","Creation Time",Status,Webhook,Billing,VAT,"VAT details"
1,,bc1qujf0v8699vg0mcpz5skj9wacpc6nv9d32caqev,,Basic,,12.12,12.12,btc,BTC,,"2024-05-09 07:08:50",P,0,,0,,2,1
